seller_id,order_quarter,total_orders,cumulative_orders,next_quarter,churn,monetary,cumulative_monetary,recency_days,active_months_count,active_days_count,tenure_months,seller_city,seller_state,median_review_score,total_orders_late_to_carrier,total_orders_late_to_customer,median_approval_time_hours,top_main_category
67bf6941ba2f1fa1d02c375766bc3e53,2018Q3,1,14,,1,209.0,4918.0,68,1,1,12.6,curitiba,PR,5.0,0,0,0.15,home
6806dad1da97bfb5a9038eac6881f706,2017Q4,1,1,2018Q1,0,99.0,99.0,3,1,1,0.1,guaratuba,PR,4.0,1,0,0.14,automotive
6806dad1da97bfb5a9038eac6881f706,2018Q1,4,5,2018Q2,0,891.0,990.0,53,2,2,3.1,guaratuba,PR,4.0,0,1,0.19,automotive
6806dad1da97bfb5a9038eac6881f706,2018Q2,3,8,2018Q3,0,421.0,1411.0,25,2,3,6.1,guaratuba,PR,4.0,0,0,0.31,automotive
6806dad1da97bfb5a9038eac6881f706,2018Q3,2,10,,1,210.0,1621.0,39,1,2,9.2,guaratuba,PR,4.0,0,0,0.21,home
681fce914360217db47784ae28905a96,2017Q4,3,3,2018Q1,0,845.9,845.9,37,2,3,2.4,araucaria,PR,5.0,2,0,0.35,beauty_health
681fce914360217db47784ae28905a96,2018Q1,9,12,2018Q2,0,1150.63,1996.5300000000002,13,3,8,5.4,araucaria,PR,2.0,0,2,19.8,beauty_health
681fce914360217db47784ae28905a96,2018Q2,7,19,2018Q3,0,1599.9,3596.4300000000003,42,2,7,8.4,araucaria,PR,5.0,0,0,0.5,beauty_health
681fce914360217db47784ae28905a96,2018Q3,3,22,,1,422.9,4019.3300000000004,62,1,3,11.5,araucaria,PR,5.0,1,0,23.61,beauty_health
6824a69c9ea0313eba299dd4a2dba09a,2018Q3,6,6,,1,666.9,666.9,41,2,6,2.3,formiga,MG,5.0,0,0,0.25,tools
685b870da5b52a710782c9c0fefbeb5b,2017Q4,1,1,2018Q1,0,590.0,590.0,22,1,1,0.7,sao bernardo do campo,SP,1.0,1,1,72.0,electronics
685b870da5b52a710782c9c0fefbeb5b,2018Q1,1,2,,1,37.0,627.0,30,1,1,3.7,sao bernardo do campo,SP,3.0,1,1,0.22,electronics
6860153b69cc696d5dcfe1cdaaafcf62,2017Q4,3,3,2018Q1,0,238.70999999999998,238.70999999999998,33,1,3,1.3,capivari,SP,5.0,0,0,47.98,tools
6860153b69cc696d5dcfe1cdaaafcf62,2018Q1,10,13,2018Q2,0,519.65,758.3599999999999,10,3,10,4.3,capivari,SP,5.0,0,2,17.13,tools
6860153b69cc696d5dcfe1cdaaafcf62,2018Q2,29,42,2018Q3,0,1277.64,2036.0000000000002,0,3,24,7.4,capivari,SP,5.0,1,0,0.52,tools
6860153b69cc696d5dcfe1cdaaafcf62,2018Q3,31,73,,1,1765.61,3801.61,37,2,23,10.4,capivari,SP,5.0,1,4,0.29,tools
6861de0f40cacb0602e473c51639f980,2017Q4,1,1,2018Q2,0,499.0,499.0,43,1,1,1.4,curitiba,PR,5.0,0,1,0.25,office
6861de0f40cacb0602e473c51639f980,2018Q2,2,3,2018Q3,0,125.0,624.0,1,2,2,7.5,curitiba,PR,1.0,0,0,72.0,office
6861de0f40cacb0602e473c51639f980,2018Q3,2,5,,1,50.0,674.0,88,1,2,10.5,curitiba,PR,4.5,0,0,38.87,office
686886775c8f6b1191c7b953fb52708c,2018Q2,1,1,,1,189.0,189.0,4,1,1,0.1,pedreira,SP,5.0,0,0,0.49,home
6879c4d287a8dd06b11f54ea8f78e4da,2018Q2,2,2,2018Q3,0,79.98,79.98,9,1,2,0.6,osasco,SP,3.0,0,0,0.43,beauty_health
6879c4d287a8dd06b11f54ea8f78e4da,2018Q3,4,6,,1,447.69,527.67,47,2,4,3.6,osasco,SP,5.0,0,0,0.24,office
688756f717c462a206ad854c5027a64a,2018Q2,51,51,2018Q3,0,3479.54,3479.54,0,3,33,2.7,guarulhos,SP,4.0,12,7,0.45,home
688756f717c462a206ad854c5027a64a,2018Q3,30,81,,1,2433.99,5913.53,39,2,20,5.8,guarulhos,SP,4.0,5,2,0.72,home
68ca56ce86830f3d31b1b7ec6a54da3e,2018Q3,5,5,,1,599.6899999999999,599.6899999999999,51,2,5,2.7,guaratuba,PR,5.0,0,0,0.21,office
68f86ba270525243e68ae74044f992b9,2017Q3,1,1,2017Q4,0,138.0,138.0,40,1,1,1.3,rio de janeiro,RJ,3.0,0,0,0.28,beauty_health
68f86ba270525243e68ae74044f992b9,2017Q4,2,3,2018Q1,0,117.0,255.0,2,2,2,4.4,rio de janeiro,RJ,4.5,0,0,0.15,beauty_health
68f86ba270525243e68ae74044f992b9,2018Q1,4,7,2018Q2,0,323.5,578.5,11,2,4,7.4,rio de janeiro,RJ,5.0,0,0,0.57,beauty_health
68f86ba270525243e68ae74044f992b9,2018Q2,2,9,2018Q3,0,188.9,767.4,18,2,2,10.4,rio de janeiro,RJ,5.0,0,0,0.37,beauty_health
68f86ba270525243e68ae74044f992b9,2018Q3,1,10,,1,99.9,867.3,62,1,1,13.5,rio de janeiro,RJ,4.0,0,1,0.53,beauty_health
6902157ee16728322d61a1321fa79e58,2017Q3,1,1,2017Q4,0,79.9,79.9,9,1,1,0.3,sao paulo,SP,1.0,0,0,27.66,electronics
6902157ee16728322d61a1321fa79e58,2017Q4,1,2,,1,79.9,159.8,85,1,1,3.4,sao paulo,SP,5.0,0,0,0.38,electronics
693660429f9dc4ff704eb3d88dad54d7,2018Q3,2,2,,1,124.0,124.0,69,1,2,2.3,santo andre,SP,4.0,0,0,17.32,electronics
6973a06f484aacf400ece213dbf3d946,2018Q1,69,69,2018Q2,0,8565.539999999999,8565.539999999999,0,3,28,2.3,sao jose dos campos,SP,5.0,25,18,0.31,electronics
6973a06f484aacf400ece213dbf3d946,2018Q2,19,88,,1,2028.96,10594.5,14,2,14,5.3,sao jose dos campos,SP,3.0,3,1,10.05,electronics
6989574bd97d9773f10d232b6c07da59,2017Q1,1,1,2017Q2,0,389.0,389.0,9,1,1,0.3,curitiba,PR,5.0,1,0,0.0,gifts_market
6989574bd97d9773f10d232b6c07da59,2017Q2,2,3,2017Q3,0,649.8,1038.8,22,2,2,3.3,curitiba,PR,5.0,0,0,4.38,gifts_market
6989574bd97d9773f10d232b6c07da59,2017Q3,2,5,2017Q4,0,709.8,1748.6,63,1,2,6.4,curitiba,PR,5.0,0,0,0.21,gifts_market
6989574bd97d9773f10d232b6c07da59,2017Q4,1,6,2018Q3,0,409.9,2158.5,32,1,1,9.5,curitiba,PR,4.0,0,0,0.25,garden
6989574bd97d9773f10d232b6c07da59,2018Q3,1,7,,1,319.9,2478.3999999999996,67,1,1,18.6,curitiba,PR,5.0,0,0,0.25,gifts_market
698f5fa55a5f73d0740e9d9a773e8093,2018Q2,4,4,,1,120.0,120.0,10,1,3,0.6,rio de janeiro,RJ,5.0,0,0,0.55,beauty_health
69a43819c758c65a5befb0b471c954d7,2017Q2,1,1,2017Q3,0,99.95,99.95,15,1,1,0.5,apucarana,PR,4.0,0,0,0.24,fashion
69a43819c758c65a5befb0b471c954d7,2017Q3,1,2,,1,199.9,299.85,14,1,1,3.6,apucarana,PR,4.0,0,0,0.25,fashion
69b5eaa096c3f9d1e5c398c597f567d6,2018Q3,2,2,,1,938.0,938.0,36,1,2,1.5,birigui,SP,5.0,0,0,12.17,home
6a0cbc8af2e8abd1bdfb777943d174c6,2017Q2,2,2,2017Q3,0,188.3,188.3,3,2,2,1.8,batatais,SP,5.0,0,0,0.28,toys_leisure
6a0cbc8af2e8abd1bdfb777943d174c6,2017Q3,4,6,2017Q4,0,438.70000000000005,627.0,2,2,3,4.8,batatais,SP,5.0,0,0,5.93,toys_leisure
6a0cbc8af2e8abd1bdfb777943d174c6,2017Q4,17,23,2018Q1,0,2070.0,2697.0,1,3,14,7.9,batatais,SP,4.0,7,3,0.63,toys_leisure
6a0cbc8af2e8abd1bdfb777943d174c6,2018Q1,9,32,2018Q2,0,1015.4,3712.4,6,3,9,10.9,batatais,SP,5.0,2,0,0.27,toys_leisure
6a0cbc8af2e8abd1bdfb777943d174c6,2018Q2,1,33,2018Q3,0,95.4,3807.8,55,1,1,13.9,batatais,SP,3.0,0,0,13.27,automotive
6a0cbc8af2e8abd1bdfb777943d174c6,2018Q3,1,34,,1,86.25,3894.05,88,1,1,17.0,batatais,SP,4.0,0,0,24.59,automotive
6a3139c7bf09ece22a4713d956acbe5e,2018Q3,1,1,,1,61.9,61.9,69,1,1,2.3,sao sebastiao da grama/sp,SP,5.0,0,0,12.74,toys_leisure
6a38087bc8ad4f89ff453561005f6dea,2018Q2,5,5,2018Q3,0,630.53,630.53,12,2,4,1.4,anapolis,GO,4.0,0,0,24.76,electronics
6a38087bc8ad4f89ff453561005f6dea,2018Q3,10,15,,1,1202.9,1833.43,44,2,8,4.5,anapolis,GO,5.0,0,1,0.29,electronics
6a51fc556dab5f766ced6fbc860bc613,2017Q2,8,8,2017Q3,0,1904.0,1904.0,1,3,8,2.8,marilia,SP,5.0,3,0,0.67,home
6a51fc556dab5f766ced6fbc860bc613,2017Q3,4,12,2017Q4,0,1112.5,3016.5,16,3,4,5.8,marilia,SP,4.0,1,0,0.34,home
6a51fc556dab5f766ced6fbc860bc613,2017Q4,5,17,2018Q1,0,1883.79,4900.29,33,2,5,8.9,marilia,SP,3.5,4,2,0.31,home
6a51fc556dab5f766ced6fbc860bc613,2018Q1,5,22,2018Q3,0,1734.48,6634.77,5,3,5,11.9,marilia,SP,5.0,2,0,0.36,home
6a51fc556dab5f766ced6fbc860bc613,2018Q3,2,24,,1,583.0999999999999,7217.87,40,2,2,18.0,marilia,SP,4.5,0,0,8.56,home
6a53b90c3ad9e0b56d9fe5c69165fff5,2018Q2,1,1,2018Q3,0,99.8,99.8,45,1,1,1.5,curitiba,PR,3.0,0,0,0.32,baby
6a53b90c3ad9e0b56d9fe5c69165fff5,2018Q3,1,2,,1,39.98,139.78,58,1,1,4.6,curitiba,PR,4.0,0,0,0.16,electronics
6a8a889bde935bafa76d7848782dfaf9,2018Q1,2,2,2018Q2,0,66.0,66.0,7,1,2,0.3,sao paulo,SP,5.0,0,0,0.75,small_appliances
6a8a889bde935bafa76d7848782dfaf9,2018Q2,24,26,,1,794.8199999999999,860.8199999999999,26,3,16,3.4,sao paulo,SP,4.0,0,2,0.39,small_appliances
6a8b085f816a1f75f92dbac6eb545f8f,2017Q3,16,16,2017Q4,0,722.9,722.9,3,3,14,2.1,bebedouro,SP,5.0,0,0,0.63,automotive
6a8b085f816a1f75f92dbac6eb545f8f,2017Q4,30,46,2018Q1,0,1543.68,2266.58,4,3,25,5.2,bebedouro,SP,5.0,0,3,0.27,automotive
6a8b085f816a1f75f92dbac6eb545f8f,2018Q1,44,90,2018Q2,0,2024.7,4291.280000000001,7,3,30,8.2,bebedouro,SP,4.0,2,8,0.29,automotive
6a8b085f816a1f75f92dbac6eb545f8f,2018Q2,18,108,2018Q3,0,997.6,5288.88,2,3,17,11.2,bebedouro,SP,5.0,1,0,3.06,automotive
6a8b085f816a1f75f92dbac6eb545f8f,2018Q3,17,125,,1,656.79,5945.67,38,2,15,14.3,bebedouro,SP,5.0,0,1,1.16,automotive
6aa3928696eab49a19a466e665a649fd,2018Q1,2,2,2018Q2,0,237.0,237.0,3,1,2,0.7,nova iguacu,RJ,4.0,0,1,0.23,beauty_health
6aa3928696eab49a19a466e665a649fd,2018Q2,14,16,2018Q3,0,1729.0,1966.0,12,3,14,3.7,nova iguacu,RJ,5.0,0,0,0.34,beauty_health
6aa3928696eab49a19a466e665a649fd,2018Q3,2,18,,1,109.0,2075.0,44,1,2,6.8,nova iguacu,RJ,5.0,0,0,0.2,beauty_health
6b15924333bd1a741595fe981ea04822,2017Q1,4,4,2017Q2,0,103.6,103.6,4,2,4,1.9,sao caetano do sul,SP,5.0,0,1,0.1,beauty_health
6b15924333bd1a741595fe981ea04822,2017Q2,14,18,2017Q3,0,475.82,579.42,11,3,13,5.0,sao caetano do sul,SP,5.0,0,1,0.19,beauty_health
6b15924333bd1a741595fe981ea04822,2017Q3,3,21,,1,88.69999999999999,668.12,87,1,3,8.0,sao caetano do sul,SP,5.0,0,0,22.99,beauty_health
6b1c4d4d9ccf0be3d8544eb0e71e5318,2018Q1,1,1,,1,1699.0,1699.0,10,1,1,0.3,porto alegre,RS,5.0,0,0,27.02,electronics
6b243f80ed07b10f0e8aa0f21a205f3c,2017Q3,6,6,2017Q4,0,449.40000000000003,449.40000000000003,14,3,5,2.5,curitiba,PR,4.0,0,1,0.25,toys_leisure
6b243f80ed07b10f0e8aa0f21a205f3c,2017Q4,17,23,2018Q1,0,1401.1000000000001,1850.5000000000002,3,3,14,5.5,curitiba,PR,5.0,0,0,0.32,toys_leisure
6b243f80ed07b10f0e8aa0f21a205f3c,2018Q1,21,44,2018Q2,0,1675.2,3525.7000000000003,11,3,18,8.5,curitiba,PR,4.0,0,1,0.37,toys_leisure
6b243f80ed07b10f0e8aa0f21a205f3c,2018Q2,22,66,2018Q3,0,1832.8000000000002,5358.5,4,3,18,11.6,curitiba,PR,5.0,0,1,0.85,toys_leisure
6b243f80ed07b10f0e8aa0f21a205f3c,2018Q3,13,79,,1,946.5,6305.0,38,2,11,14.6,curitiba,PR,5.0,0,0,0.22,toys_leisure
6b2612338467c08c9b25f0cc55b1578d,2017Q1,1,1,,1,92.9,92.9,47,1,1,1.6,marialva,PR,4.0,0,0,0.13,industry_business
6b333a05bf188ef3e1f1662a86bd9855,2018Q1,4,4,2018Q2,0,1495.0,1495.0,38,2,4,2.1,brasilia,DF,5.0,0,1,0.3,small_appliances
6b333a05bf188ef3e1f1662a86bd9855,2018Q2,4,8,2018Q3,0,8091.8,9586.8,4,3,4,5.1,brasilia,DF,5.0,14,0,0.75,home
6b333a05bf188ef3e1f1662a86bd9855,2018Q3,4,12,,1,810.98,10397.78,51,1,4,8.2,brasilia,DF,4.5,0,0,0.31,home
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,2018Q1,5,5,2018Q2,0,766.4,766.4,4,1,4,0.2,rio de janeiro,RJ,1.0,2,3,0.19,toys_leisure
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,2018Q2,27,32,2018Q3,0,3376.8,4143.2,13,3,21,3.3,rio de janeiro,RJ,5.0,3,1,0.52,toys_leisure
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,2018Q3,3,35,,1,186.6,4329.8,51,2,3,6.3,rio de janeiro,RJ,5.0,1,0,1.05,toys_leisure
6b536a23086fba0d58c08d68814397f6,2017Q4,5,5,2018Q1,0,394.0,394.0,13,3,5,2.2,niteroi,RJ,3.0,0,2,1.64,toys_leisure
6b536a23086fba0d58c08d68814397f6,2018Q1,2,7,2018Q2,0,689.0,1083.0,18,2,2,5.2,niteroi,RJ,5.0,0,0,0.33,toys_leisure
6b536a23086fba0d58c08d68814397f6,2018Q2,5,12,2018Q3,0,534.0,1617.0,5,2,5,8.3,niteroi,RJ,5.0,0,0,34.14,toys_leisure
6b536a23086fba0d58c08d68814397f6,2018Q3,6,18,,1,379.8,1996.8,64,1,5,11.3,niteroi,RJ,5.0,1,0,0.27,toys_leisure
6b803197e03abd5056b4313306b4f29d,2018Q1,1,1,2018Q2,0,70.0,70.0,53,1,1,1.8,sao paulo,SP,5.0,0,0,0.42,beauty_health
6b803197e03abd5056b4313306b4f29d,2018Q2,5,6,2018Q3,0,223.0,293.0,46,2,4,4.8,sao paulo,SP,5.0,0,0,0.41,food_drink
6b803197e03abd5056b4313306b4f29d,2018Q3,1,7,,1,114.0,407.0,41,1,1,7.9,sao paulo,SP,5.0,0,0,6.98,food_drink
6b90f847357d8981edd79a1eb1bf0acb,2018Q2,18,18,2018Q3,0,1102.1000000000001,1102.1000000000001,0,1,11,0.8,guarulhos,SP,5.0,0,0,0.35,beauty_health
6b90f847357d8981edd79a1eb1bf0acb,2018Q3,27,45,,1,2407.58,3509.6800000000003,32,2,23,3.8,guarulhos,SP,5.0,0,2,0.3,electronics
6b9b80d53ba3676eafe60268a810b5a1,2017Q1,4,4,2017Q2,0,307.8,307.8,10,2,4,1.9,belo horizonte,SP,4.5,0,0,0.1,toys_leisure
6b9b80d53ba3676eafe60268a810b5a1,2017Q2,3,7,2017Q3,0,297.0,604.8,59,2,3,5.0,belo horizonte,SP,5.0,0,0,0.79,toys_leisure
6b9b80d53ba3676eafe60268a810b5a1,2017Q3,2,9,,1,178.9,783.7,33,1,2,8.0,belo horizonte,SP,4.5,1,0,0.25,toys_leisure
6ba4733aa33f6386e9fb0c0fd3993b38,2018Q2,1,1,,1,59.99,59.99,59,1,1,2.0,torres,RS,4.0,0,0,3.36,toys_leisure
6bb0724edf0b62fb91ac404873a97241,2017Q1,1,1,2017Q3,0,117.0,117.0,39,1,1,1.3,cotia,SP,5.0,0,0,0.51,electronics
6bb0724edf0b62fb91ac404873a97241,2017Q3,4,5,2017Q4,0,937.0,1054.0,25,3,4,7.4,cotia,SP,5.0,0,0,24.1,electronics
6bb0724edf0b62fb91ac404873a97241,2017Q4,5,10,2018Q1,0,1563.0,2617.0,11,2,5,10.5,cotia,SP,5.0,0,1,10.26,electronics
6bb0724edf0b62fb91ac404873a97241,2018Q1,4,14,2018Q2,0,506.0,3123.0,5,3,4,13.5,cotia,SP,4.0,0,0,0.31,electronics
6bb0724edf0b62fb91ac404873a97241,2018Q2,1,15,,1,299.0,3422.0,90,1,1,16.5,cotia,SP,2.0,0,1,38.96,electronics
6bb62a4912377c7bfe7cb17b406bc7e6,2018Q3,4,4,,1,739.52,739.52,47,2,4,2.1,jundiai,SP,5.0,2,0,2.62,tools
6bbcb8924baf70b7fe2fe2097e8cd407,2017Q4,4,4,2018Q1,0,1344.0,1344.0,20,2,4,1.6,blumenau,SC,5.0,0,0,8.18,gifts_market
6bbcb8924baf70b7fe2fe2097e8cd407,2018Q1,4,8,2018Q3,0,772.3,2116.3,2,3,4,4.6,blumenau,SC,5.0,0,0,0.26,office
6bbcb8924baf70b7fe2fe2097e8cd407,2018Q3,2,10,,1,266.2,2382.5,52,2,2,10.7,blumenau,SC,5.0,0,0,16.25,gifts_market
6bcb2352a2a0c38b845f598298ab9d26,2017Q2,1,1,,1,15.9,15.9,14,1,1,0.5,maringa,PR,5.0,0,0,0.25,electronics
6bd503a8230299c9316fb0f726933927,2018Q3,4,4,,1,324.28999999999996,324.28999999999996,44,2,4,2.6,morrinhos,GO,5.0,1,1,0.26,beauty_health
6bd69102ab48df500790a8cecfc285c2,2017Q2,1,1,2017Q3,0,1390.0,1390.0,4,1,1,0.1,sao paulo,SP,1.0,0,0,0.19,industry_business
6bd69102ab48df500790a8cecfc285c2,2017Q3,1,2,2017Q4,0,1180.0,2570.0,78,1,1,3.2,sao paulo,SP,5.0,0,0,24.17,industry_business
6bd69102ab48df500790a8cecfc285c2,2017Q4,1,3,2018Q1,0,2990.0,5560.0,41,1,1,6.3,sao paulo,SP,2.0,1,1,0.18,industry_business
6bd69102ab48df500790a8cecfc285c2,2018Q1,1,4,2018Q2,0,1330.0,6890.0,86,1,1,9.3,sao paulo,SP,2.0,0,0,0.17,industry_business
6bd69102ab48df500790a8cecfc285c2,2018Q2,1,5,,1,1180.0,8070.0,51,1,1,12.3,sao paulo,SP,5.0,1,0,0.27,industry_business
6bef34c5be6f2bbd70aa5165f6df94b1,2018Q3,2,2,,1,1198.0,1198.0,61,1,2,2.6,timbo,SC,2.0,0,0,15.1,electronics
6c12e40690c335dbc2f68a4134d30dc1,2017Q1,3,3,2017Q2,0,4630.0,4630.0,18,2,3,1.3,castro,PR,4.0,1,0,0.0,garden
6c12e40690c335dbc2f68a4134d30dc1,2017Q2,5,8,2017Q4,0,1444.8,6074.8,4,3,5,4.3,castro,PR,5.0,0,0,12.31,beauty_health
6c12e40690c335dbc2f68a4134d30dc1,2017Q4,1,9,2018Q1,0,119.8,6194.6,13,1,1,10.5,castro,PR,3.0,0,0,1.15,toys_leisure
6c12e40690c335dbc2f68a4134d30dc1,2018Q1,2,11,2018Q2,0,1309.9,7504.5,70,1,2,13.5,castro,PR,4.0,0,0,8.29,garden
6c12e40690c335dbc2f68a4134d30dc1,2018Q2,2,13,2018Q3,0,264.9,7769.4,58,2,2,16.5,castro,PR,4.5,0,0,17.07,toys_leisure
6c12e40690c335dbc2f68a4134d30dc1,2018Q3,1,14,,1,59.9,7829.3,55,1,1,19.6,castro,PR,5.0,0,0,23.88,toys_leisure
6c177e38df6d3f34182b1f1d427231bf,2017Q1,10,10,2017Q2,0,1639.99,1639.99,4,2,8,1.8,curitiba,PR,5.0,3,0,0.2,electronics
6c177e38df6d3f34182b1f1d427231bf,2017Q2,14,24,2017Q3,0,2062.0,3701.99,12,3,12,4.8,curitiba,PR,4.0,3,0,0.23,electronics
6c177e38df6d3f34182b1f1d427231bf,2017Q3,11,35,2017Q4,0,1752.0,5453.99,3,3,11,7.9,curitiba,PR,5.0,9,1,0.29,electronics
6c177e38df6d3f34182b1f1d427231bf,2017Q4,7,42,2018Q1,0,1335.0,6788.99,37,2,7,10.9,curitiba,PR,4.5,3,1,0.22,electronics
6c177e38df6d3f34182b1f1d427231bf,2018Q1,4,46,2018Q2,0,578.0,7366.99,9,2,4,13.9,curitiba,PR,5.0,0,0,0.47,electronics
6c177e38df6d3f34182b1f1d427231bf,2018Q2,4,50,2018Q3,0,385.9,7752.889999999999,20,2,4,17.0,curitiba,PR,4.0,0,0,0.36,electronics
6c177e38df6d3f34182b1f1d427231bf,2018Q3,3,53,,1,639.0,8391.89,40,2,3,20.0,curitiba,PR,5.0,1,0,0.27,electronics
6c17baf138731a4aaacc3210adf2037b,2018Q3,4,4,,1,538.8,538.8,41,1,4,1.8,franca,SP,5.0,0,0,22.71,beauty_health
6c1b6d0c604b776f844125f911eb7377,2017Q1,4,4,,1,327.07,327.07,35,1,4,1.9,sao paulo,SP,4.0,2,0,12.82,automotive
6c6cc59a5c00cacc5054ca06d65cc282,2018Q3,1,1,,1,1107.0,1107.0,50,1,1,1.7,santa maria,RS,5.0,0,0,0.18,pet
6c6e3d67f969468f3bfd33f827a31222,2018Q1,2,2,2018Q2,0,126.0,126.0,4,1,2,0.7,maringa,PR,5.0,0,0,0.15,electronics
6c6e3d67f969468f3bfd33f827a31222,2018Q2,1,3,2018Q3,0,18.0,144.0,6,1,1,3.7,maringa,PR,5.0,0,0,0.21,electronics
6c6e3d67f969468f3bfd33f827a31222,2018Q3,2,5,,1,80.0,224.0,52,1,2,6.8,maringa,PR,4.5,0,0,0.19,electronics
6c77cd583b36a13aacccf2b3ee23e233,2018Q3,1,1,,1,18.9,18.9,38,1,1,1.3,marilia,SP,5.0,0,0,0.17,home
6c7d50c24b3ccd2fd83b44d8bb34e073,2017Q3,28,28,2017Q4,0,1954.2,1954.2,2,3,22,2.8,presidente prudente,SP,5.0,0,0,0.25,home
6c7d50c24b3ccd2fd83b44d8bb34e073,2017Q4,48,76,2018Q1,0,3295.83,5250.03,5,3,36,5.8,presidente prudente,SP,5.0,0,1,0.34,home
6c7d50c24b3ccd2fd83b44d8bb34e073,2018Q1,24,100,2018Q2,0,2556.7,7806.73,1,3,20,8.8,presidente prudente,SP,5.0,0,1,0.81,home
6c7d50c24b3ccd2fd83b44d8bb34e073,2018Q2,10,110,2018Q3,0,915.01,8721.74,19,3,7,11.9,presidente prudente,SP,5.0,0,0,0.23,home
6c7d50c24b3ccd2fd83b44d8bb34e073,2018Q3,1,111,,1,44.88,8766.619999999999,44,1,1,14.9,presidente prudente,SP,5.0,0,0,0.3,home
6c9875b2f94ba781186f0c1aed8d1687,2017Q2,1,1,2017Q3,0,5.5,5.5,40,1,1,1.3,brotas,SP,5.0,0,0,0.16,pet
6c9875b2f94ba781186f0c1aed8d1687,2017Q3,1,2,,1,19.5,25.0,48,1,1,4.4,brotas,SP,5.0,0,0,0.2,pet
6c99c983ce3b6ba0ab813e6790e81691,2018Q2,4,4,2018Q3,0,249.68,249.68,2,2,4,1.0,uberlandia,MG,5.0,0,0,0.24,toys_leisure
6c99c983ce3b6ba0ab813e6790e81691,2018Q3,5,9,,1,339.27,588.95,54,2,5,4.1,uberlandia,MG,4.0,0,0,23.14,toys_leisure
6cd68b3ed6d59aaa9fece558ad360c0a,2017Q1,22,22,2017Q2,0,2035.1,2035.1,2,3,17,2.1,belo horizonte,MG,5.0,0,1,0.22,gifts_market
6cd68b3ed6d59aaa9fece558ad360c0a,2017Q2,32,54,2017Q3,0,3139.8900000000003,5174.99,0,3,26,5.2,belo horizonte,MG,5.0,0,1,0.25,gifts_market
6cd68b3ed6d59aaa9fece558ad360c0a,2017Q3,26,80,2017Q4,0,2050.9,7225.89,3,3,22,8.2,belo horizonte,MG,5.0,0,0,0.24,gifts_market
6cd68b3ed6d59aaa9fece558ad360c0a,2017Q4,31,111,2018Q1,0,2241.7,9467.59,1,3,27,11.3,belo horizonte,MG,5.0,0,0,0.26,gifts_market
6cd68b3ed6d59aaa9fece558ad360c0a,2018Q1,25,136,2018Q2,0,1925.9,11393.49,9,3,19,14.3,belo horizonte,MG,4.5,0,1,0.23,gifts_market
6cd68b3ed6d59aaa9fece558ad360c0a,2018Q2,3,139,,1,141.5,11534.99,76,1,3,17.3,belo horizonte,MG,5.0,0,0,0.37,home
6cf476a4ca74498db55cbccdaa9dcfb6,2016Q4,1,1,2017Q1,0,499.99,499.99,86,1,1,2.9,sao paulo,SP,5.0,1,0,7.35,automotive
6cf476a4ca74498db55cbccdaa9dcfb6,2017Q1,3,4,2017Q2,0,99.96,599.95,14,2,3,5.9,sao paulo,SP,1.5,4,3,0.24,fashion
6cf476a4ca74498db55cbccdaa9dcfb6,2017Q2,1,5,,1,24.99,624.94,82,1,1,8.9,sao paulo,SP,4.0,1,0,28.85,fashion
6d04126aba80df143fd038e711b8fd96,2017Q3,1,1,,1,89.99,89.99,22,1,1,0.7,rio de janeiro,RJ,1.0,1,0,0.23,toys_leisure
6d1b9c9579132c87d2703ec38c30f2c5,2017Q1,2,2,2017Q2,0,139.89,139.89,27,2,2,1.3,curitiba,PR,4.0,0,0,14.81,toys_leisure
6d1b9c9579132c87d2703ec38c30f2c5,2017Q2,1,3,2017Q3,0,79.9,219.79,8,1,1,4.3,curitiba,PR,5.0,0,0,0.14,baby
6d1b9c9579132c87d2703ec38c30f2c5,2017Q3,1,4,,1,79.9,299.69,91,1,1,7.4,curitiba,PR,5.0,0,0,0.21,baby
6d22a1fcebb6dd08c9cd90b92a93e8d0,2017Q3,2,2,2017Q4,0,79.8,79.8,18,2,2,1.1,joinville,SC,5.0,0,0,14.93,beauty_health
6d22a1fcebb6dd08c9cd90b92a93e8d0,2017Q4,6,8,2018Q1,0,296.3,376.1,25,3,6,4.2,joinville,SC,5.0,0,0,0.24,beauty_health
6d22a1fcebb6dd08c9cd90b92a93e8d0,2018Q1,4,12,,1,382.5,758.6,64,1,4,7.2,joinville,SC,5.0,3,0,1.21,beauty_health
6d2f2e3b539480db1e0842b3a4e32e6e,2017Q2,3,3,,1,305.96,305.96,8,1,3,0.7,guarulhos,SP,5.0,0,0,0.12,home
6d66611d7c44cc30ce351abc49a68421,2017Q1,7,7,2017Q2,0,461.3,461.3,43,1,6,1.9,sao paulo,SP,5.0,2,0,0.22,pet
6d66611d7c44cc30ce351abc49a68421,2017Q2,13,20,2017Q3,0,1056.6000000000001,1517.9,5,3,13,4.9,sao paulo,SP,4.0,0,0,0.2,electronics
6d66611d7c44cc30ce351abc49a68421,2017Q3,20,40,2017Q4,0,2443.5,3961.4,10,3,18,8.0,sao paulo,SP,4.0,4,1,0.27,electronics
6d66611d7c44cc30ce351abc49a68421,2017Q4,30,70,2018Q1,0,2593.0,6554.4,9,3,22,11.1,sao paulo,SP,5.0,4,1,13.49,electronics
